200.09	1.00
200.87	1.00
201.65	3.00
202.43	1.00
203.21	-2.00
203.99	1.00
204.77	2.00
205.55	-1.00
206.33	-2.00
207.11	3.00
207.88	1.00
208.66	-4.00
209.44	3.00
210.22	3.00
211.00	0.00
211.78	-1.00
212.56	4.00
213.33	0.00
214.11	-1.00
214.89	2.00
215.67	0.00
216.45	-1.00
217.23	2.00
218.00	2.00
218.78	-4.00
219.56	-1.00
220.34	3.00
221.11	0.00
221.89	3.00
222.67	3.00
223.45	2.00
224.23	-5.00
225.00	6.00
225.78	2.00
226.56	-2.00
227.33	2.00
228.11	6.00
228.89	0.00
229.67	-4.00
230.44	5.00
231.22	1.00
232.00	-2.00
232.77	4.00
233.55	3.00
234.33	-4.00
235.10	3.00
235.88	3.00
236.66	-3.00
237.43	0.00
238.21	5.00
238.99	0.00
239.76	-4.00
240.54	2.00
241.32	0.00
242.09	-5.00
242.87	2.00
243.64	2.00
244.42	-1.00
245.20	-2.00
245.97	4.00
246.75	-2.00
247.52	-2.00
248.30	0.00
249.07	0.00
249.85	-3.00
250.62	5.00
251.40	4.00
252.18	-2.00
252.95	-2.00
253.73	3.00
254.50	-2.00
255.28	-3.00
256.05	5.00
256.83	0.00
257.60	0.00
258.38	4.00
259.15	1.00
259.92	2.00
260.70	2.00
261.47	5.00
262.25	-2.00
263.02	0.00
263.80	2.00
264.57	1.00
265.35	-3.00
266.12	1.00
266.89	0.00
267.67	0.00
268.44	1.00
269.22	1.00
269.99	-2.00
270.76	1.00
271.54	3.00
272.31	-3.00
273.09	-1.00
273.86	0.00
274.63	1.00
275.41	-3.00
276.18	-3.00
276.95	3.00
277.73	-1.00
278.50	4.00
279.27	2.00
280.04	0.00
280.82	2.00
281.59	2.00
282.36	-2.00
283.14	-1.00
283.91	1.00
284.68	0.00
285.45	1.00
286.23	2.00
287.00	-1.00
287.77	1.00
288.54	2.00
289.32	1.00
290.09	2.00
290.86	1.00
291.63	4.00
292.41	-1.00
293.18	0.00
293.95	-1.00
294.72	3.00
295.49	1.00
296.27	1.00
297.04	1.00
297.81	4.00
298.58	3.00
299.35	0.00
300.12	0.00
300.89	1.00
301.67	1.00
302.44	-1.00
303.21	-1.00
303.98	1.00
304.75	2.00
305.52	1.00
306.29	2.00
307.06	1.00
307.83	0.00
308.61	0.00
309.38	-2.00
310.15	-2.00
310.92	-1.00
311.69	3.00
312.46	0.00
313.23	2.00
314.00	0.00
314.77	2.00
315.54	3.00
316.31	1.00
317.08	2.00
317.85	4.00
318.62	0.00
319.39	3.00
320.16	-2.00
320.93	-1.00
321.70	-3.00
322.47	3.00
323.24	0.00
324.01	3.00
324.78	2.00
325.55	0.00
326.32	1.00
327.09	-1.00
327.86	3.00
328.62	2.00
329.39	-4.00
330.16	-3.00
330.93	0.00
331.70	-1.00
332.47	0.00
333.24	1.00
334.01	-1.00
334.78	2.00
335.54	3.00
336.31	2.00
337.08	0.00
337.85	2.00
338.62	-1.00
339.39	4.00
340.16	1.00
340.92	-1.00
341.69	-1.00
342.46	1.00
343.23	-3.00
344.00	-4.00
344.76	4.00
345.53	3.00
346.30	1.00
347.07	1.00
347.83	0.00
348.60	-1.00
349.37	2.00
350.14	5.00
350.90	-1.00
351.67	0.00
352.44	5.00
353.21	-3.00
353.97	1.00
354.74	3.00
355.51	-1.00
356.27	1.00
357.04	5.00
357.81	0.00
358.57	-2.00
359.34	3.00
360.11	0.00
360.87	-3.00
361.64	1.00
362.41	6.00
363.17	-2.00
363.94	4.00
364.71	6.00
365.47	0.00
366.24	1.00
367.01	5.00
367.77	1.00
368.54	-1.00
369.30	4.00
370.07	-1.00
370.84	-5.00
371.60	5.00
372.37	3.00
373.13	-2.00
373.90	3.00
374.66	6.00
375.43	-4.00
376.19	1.00
376.96	4.00
377.72	4.00
378.49	-2.00
379.25	5.00
380.02	4.00
380.78	-7.00
381.55	3.00
382.31	5.00
383.08	1.00
383.84	-4.00
384.61	7.00
385.37	0.00
386.14	-1.00
386.90	3.00
387.67	5.00
388.43	-3.00
389.20	5.00
389.96	5.00
390.72	1.00
391.49	1.00
392.25	6.00
393.02	0.00
393.78	1.00
394.54	5.00
395.31	8.00
396.07	-1.00
396.84	1.00
397.60	6.00
398.36	1.00
399.13	4.00
399.89	7.00
