0.00000	0.00000
224.914	118.000
225.573	48.0000
226.231	9.00000
226.890	32.0000
227.548	42.0000
228.207	51.0000
228.865	6.00000
229.524	41.0000
230.182	55.0000
230.841	107.000
231.499	50.0000
232.158	108.000
232.816	39.0000
233.475	51.0000
234.133	62.0000
234.792	87.0000
235.450	53.0000
236.109	69.0000
236.767	54.0000
237.426	89.0000
238.084	107.000
238.743	54.0000
239.401	63.0000
240.060	52.0000
240.718	83.0000
241.377	-7.00000
242.035	60.0000
242.694	46.0000
243.352	58.0000
244.011	47.0000
244.669	62.0000
245.328	105.000
245.986	44.0000
246.645	112.000
247.303	85.0000
247.962	-23.0000
248.620	85.0000
249.279	95.0000
249.937	71.0000
250.596	44.0000
251.254	87.0000
251.913	121.000
252.571	67.0000
253.230	58.0000
253.888	59.0000
254.547	46.0000
255.205	36.0000
255.864	48.0000
256.522	90.0000
257.181	61.0000
257.839	86.0000
258.498	91.0000
259.156	106.000
259.815	100.000
260.473	65.0000
261.132	83.0000
261.790	69.0000
262.448	85.0000
263.107	73.0000
263.765	70.0000
264.424	80.0000
265.082	86.0000
265.741	55.0000
266.399	75.0000
267.058	78.0000
267.716	87.0000
268.375	89.0000
269.033	109.000
269.692	71.0000
270.350	101.000
271.009	112.000
271.667	92.0000
272.326	104.000
272.984	84.0000
273.643	98.0000
274.301	92.0000
274.960	78.0000
275.618	631.000
276.277	481.000
276.935	64.0000
277.594	74.0000
278.252	108.000
278.911	88.0000
279.569	76.0000
280.228	73.0000
280.886	91.0000
281.545	71.0000
282.203	95.0000
282.862	109.000
283.520	89.0000
284.179	88.0000
284.837	-100.000
285.496	124.000
286.154	100.000
286.813	102.000
287.471	119.000
288.130	98.0000
288.788	106.000
289.447	67.0000
290.105	98.0000
290.764	78.0000
291.422	108.000
292.081	105.000
292.739	92.0000
293.398	111.000
294.056	102.000
294.715	93.0000
295.373	86.0000
296.032	84.0000
296.690	99.0000
297.349	75.0000
298.007	94.0000
298.666	112.000
299.324	130.000
299.983	87.0000
300.641	154.000
301.300	121.000
301.958	133.000
302.617	114.000
303.275	136.000
303.934	136.000
304.592	159.000
305.251	124.000
305.909	137.000
306.568	185.000
307.226	160.000
307.885	157.000
308.543	153.000
309.202	166.000
309.860	171.000
310.519	154.000
311.177	197.000
311.836	189.000
312.494	194.000
313.152	201.000
313.811	242.000
314.469	233.000
315.128	232.000
315.786	210.000
316.445	239.000
317.103	259.000
317.762	248.000
318.420	278.000
